scaffold	start	end	mid	sites	lnL
chr20	276	397162	272341	50	-1258.90284
chr20	400837	506458	455154	50	-1773.48710
chr20	506922	568676	541533	50	-1762.17572
chr20	568898	650313	611867	50	-1536.13880
chr20	650640	730118	693313	50	-1943.07275
chr20	730238	799423	761725	50	-1544.92043
chr20	799440	886162	839205	50	-2108.63011
chr20	886590	928135	908454	50	-2100.29947
chr20	928177	1034453	964544	50	-1983.40557
chr20	1034476	1150486	1087436	50	-1671.38229
chr20	1152903	1236224	1195050	50	-2048.89457
chr20	1239630	1383268	1315825	50	-2003.34775
chr20	1392379	1554800	1445258	50	-2067.96943
chr20	1554818	1728675	1626214	50	-1833.60126
chr20	1730931	1934335	1821263	50	-1839.90031
chr20	1934878	2222424	2079093	50	-1864.34863
chr20	2224373	2390833	2329630	50	-2195.40207
chr20	2396832	2606708	2487406	50	-1864.92687
chr20	2610310	2730341	2665829	50	-1671.01418
chr20	2741792	2846830	2783941	50	-2030.64368
chr20	2846834	2927023	2885972	50	-1967.52045
chr20	2927064	3098324	2998956	50	-1922.69862
chr20	3119910	3276057	3208569	50	-2003.50433
chr20	3277525	3396331	3347967	50	-2063.00748
chr20	3407117	3624160	3527390	50	-1750.33819
chr20	3624162	3792206	3722581	50	-1647.96032
chr20	3797254	4123702	3953588	50	-1930.35092
chr20	4123728	4376236	4267216	50	-1781.74236
chr20	4378839	4516890	4461860	50	-1756.39721
chr20	4523073	4602789	4562744	50	-2092.85133
chr20	4612216	4705398	4655999	50	-1775.82609
chr20	4707332	4779107	4753897	50	-2011.67137
chr20	4779295	4813775	4794635	50	-2448.27328
chr20	4814279	4863131	4833027	50	-2135.09731
chr20	4863775	4917855	4894923	50	-2027.33263
chr20	4918134	4998438	4951226	50	-2245.53688
chr20	5000765	5117866	5049131	50	-1851.59523
chr20	5118342	5203459	5161661	50	-1951.32812
chr20	5203496	5294133	5239338	50	-1798.70109
chr20	5294346	5439439	5377583	50	-1954.33479
chr20	5439443	5583290	5498612	50	-1839.30485
chr20	5583346	5777244	5700109	50	-1950.62420
chr20	5780082	5922266	5857850	50	-2178.54392
chr20	5923601	6056156	5981084	50	-1898.16876
chr20	6058010	6124830	6093498	50	-1853.67179
chr20	6125031	6254824	6176666	50	-1922.57416
chr20	6255732	6366664	6312389	50	-2105.88656
chr20	6367282	6471261	6419746	50	-2455.55570
chr20	6471459	6543644	6496424	50	-2059.61139
chr20	6543948	6618047	6587910	50	-1916.41997
chr20	6618360	6656069	6637205	50	-1945.61800
chr20	6656267	6813028	6734828	50	-1792.41634
chr20	6813384	6935757	6878751	50	-2106.83341
chr20	6937014	6991642	6963746	50	-2013.41432
chr20	6991752	7015870	7007129	50	-2155.15313
chr20	7018234	7071864	7050088	50	-2241.79911
chr20	7071890	7144501	7110373	50	-2204.32333
